sent0,sent1
“Jogja hari ini stay safe semuanya!”,"NARASI: “Jogja hari ini stay safe semuanya!” (di dalam video), “Informasi terkini dari Jogjakarta, mahasiswa turun memenuhi jalan² utama menuju gedung DPRD jogjakarta” (di cuitan)"
PDIP TERUS MELAKUKAN REFORMASI TERHADAP TNI,“PDIP TERUS MELAKUKAN REFORMASI TERHADAP TNI
Surat Elektronik Rekrutmen Karyawan PT Paragon Pratama Teknologi," Sehubungan dengan rekruitmen calon karyawan pada perusahaan PT PARAGON PRATAMA TEKNOLOGI untuk wilayah kerja meliputi Region Jakarta, Region Jowa, Region Kalimantan dan Bagian Indonesia Timur lainnya yang dilaksanakan di Departement of Human Resources Development PT Paragon Pratama Teknologi yang bertujuan untuk menentukan individu yang tepat"
Akun WhatsApp Juru Bicara Vaksinasi Covid-19 Meminta Sejumlah Dana,"Beredar akun WhatsApp Juru Bicara Vaksinasi Covid-19 Kementerian Kesehatan, Siti Nadia Tarmizi"
KEPALA BPIP USULKAN GANTI ASSALAMUALAIKUM DENGAN SALAM PANCASILA,postingan di media sosial berisi foto dari kepala BPIP Yudian Wahyudi yang diberi judul  Ketua BPIP Usulkan Ganti Assalamualaikum dengan Salam Pancasila? 
Gubernur Riau dikabarkan dilarikan ke ICU RSUD Arifin Ahmad,"Syamsuar juga kabarnya, saat ini ditempatkan di ruang Unit perawatan intensif (ICU)"
"VIDEO TUMPUKAN MAYAT KORBAN COVID-19, SALAH SATU MAYATNYA TERLIHAT SEDANG MEROKOK",tumpukan beberapa mayat terbungkus plastik warna hitam yang diklaim sebagai mayat korban Covid-19
SEMANGKA BULAN YANG TUMBUH DI JEPANG,Beberapa waktu yang lalu dunia internet di hebohkan dengan adanya foto semangka berwarna biru yang berasal dari Jepang
Razia Masker Serentak di Seluruh Indonesia Dengan Denda Rp250 Ribu,"PERHATIANNYApengumumandari ditlantas polda besok ada serentak RAZIA masker seluruh wilayah indonesia, baik yang di kantor, toko, bengkel mobil/motor/las dan warung warung warteg semua"
"HEBOH 100 KARYAWAN PABRIK DI MAJALENGKA KESURUPAN, TERIAK ""PINGIN KEPALA""","Beredar video viral  dari akun Pasundan Eskspress di Facebook, yang di tumbnail berita berjudul “Suasana Panik Dan Mencekam!! Heboh 100 Karyawan Pabrik di Majalengka Kesurupan, Teriak ‘Pengin Kepala’ ”"
Pesan Berantai Tautan Subsidi Kuota Belajar Gelombang Pertama 2021,Telah beredar pesan berantai melalui WhatsApp yang berisi tautan terkait subsidi kuota belajar gelombang pertama tahun 2021 sebesar 75 GB
SEMBURAN AIR DAMPAK DARI GEMPA GARUT 3 DESEMBER 2022,semburan air yang sangat deras dan di klaim akibat dari gempa Garut
“Gudang senjata di China meledak dalam kebakaran pagi ini…”,“Gudang senjata di China meledak dalam kebakaran pagi ini…Alhamdulillah Wasyukurillah Allah bayar tunai atas kedzolimannya yg selalu berusaha menguasai Seluruh dunia dan termasuk Indonesia…
“pendamping untuk Sertifikasi Halal dalam suatu UMKM itu syaratnya harus GP ANSHOR”, Namun timbul pertanyaannya lagi nih … Kenapa pendamping untuk Sertifikasi Halal dalam suatu UMKM itu syaratnya harus GP ANSHOR ?
Racun Dari Nasi di Magic Com," Sehingga ketika memasak nasi dan sudah matang, ia menyarankan untuk mengeluarkan nasi tersebut dari magic com dan dipindahkan saja di tempat nasi"
AKUN TWITTER MENGATASNAMAKAN BADAN INTELIJEN NEGARA,Ditemukan sebuah akun Twitter dengan nama @BadanIntelegent dan mengatasnamakan Badan Intelijen Negara (BIN) Republik Indonesia
PROGRAM PRAKERJA GELOMBANG 18 TELAH DIBUKA PADA JUMAT 18 JUNI 2021,"Program Kartu Prakerja Gelombang 18 telah dibuka pada hari Jumat (18/6/2021), dan akan ditutup pada Senin"
Meme BJ Habibie Mengatakan “lawan berat Prabowo itu bukan Jokowi tp kecurangan”,"Berikut kutipan narasinya:Meme BJ Habibi, Lawan Berat Prabowo bukan Jokowi tapi kecurangan“lawan berat Prabowo itubukan Jokowitp kecurangan”"
AKUN WHATSAPP MENGATASNAMAKAN KEPALA DINSOS JABAR,akun WhatsApp yang mengatasnamakan Kepala Dinas Sosial Provinsi Jawa Barat Dodo Suhendar
NASI PADANG SUMBER PENULARAN COVID-19," Pada narasi pesannya disebutkan ""Nasi padang sumber penularan covid-19"
Pesan Berantai “RENCANA BUSUK PEMBUNUHAN MASSAL TEAM DOKTER CHINA DISELUNDUPKAN DI PELABUHAN”,"NARASI: “JAGA² SAJA,JIKA DOKTER² MAU SUNTIK KITA, KELUARGA KITA ATAU TETANGGA DENGAN ALASAN MAU PENCEGAHAN VAKSIN ATAU ANTI VIRUS,ADA INDIKASI RENCANA BUSUK PEMBUNUHAN MASSAL TEAM DOKTER DR CHINA TIONGKOK DISELUNDUPKAN DIPELABUHAN-PELABUHAN"
Akun Facebook Gubernur Kalimantan Timur Isran Noor," Akun tersebut menggunakan foto profil, Gubernur Isran Noor saat melakukan salam komando bersama Menteri Pertahanan RI yang juga Ketua Umum Partai Gerindra, Prabowo Subianto dengan latar gambar Jenderal Besar Soedirman, serta memiliki pertemanan sebanyak 160"
DAFTAR SURAT RESHUFFLE 13 MENTERI YANG DITANDATANGANI MENSESNEG,"berisi daftar reshuffle atau perombakan kabinet terhadap 11 menteri, Panglima TNI, dan Kepala BIN yang ditandatangani Mensesneg Pratikno"
Video Seorang Pria Terperosok ke dalam Sumur Resapan,"""Sumur resapan makan korban , kasihan korbannya jatuh di sumur resapan"
"1955 PKI USULKAN PEMINDAHAN IBU KOTA KE KALIMANTAN, DIAM-DIAM TIONGKOK MEMBANGUN…","Menanyakan mengenai unggahan di media sosial dengan narasi “PKI Usulkan Pemindahan Ibu Kota ke Kalimantan"""
Karyawan Pfizer Dapat Vaksin Covid-19 Khusus,Beredar di media sosial postingan yang mengklaim karyawan Pfizer mendapat vaksin covid-19 khusus berbeda dari masyarakat biasa
FOTO JOKOWI MEMBAGIKAN BUKU DENGAN SAMPUL PRABOWO DAN GIBRAN,sebuah gambar   Presiden Jokowi yang terlihat sedang membagikan buku kepada masyarakat dengan sampul buku gambar calon presiden (capres) Prabowo Subianto dan calon wakil presiden (cawapres) Gibran Rakabuming Raka
Prabowo Subianto Terlibat Kasus Korupsi Benih Lobster, Dalam thumbnail tersebut juga terdapat narasi “KORUPSI BENIH LOBSTER…!!!
Sinyal SOS Berarti “Save Our Soul” oleh Korban Sriwijaya Air SJ-182 di Pulau Laki,Beredar sebuah postingan dari akun Facebook Andre Kwantono memposting berupa tangkapan layar dari Google Maps serta narasi berisikan klaim adanya sinyal SOS yang berarti “Save Our Soul” oleh korban Sriwijaya Air SJ-182 di Pulau Laki
VIDEO RIBUAN JEMAAH TANPA MASKER SAMBUT KEDATANGAN UAS,video yang dikalim memperlihatkan ribuan jemaah tanpa masker menyambut pendakwah Ustaz Abdul Somad (UAS)
Di Jerman Orang yang Sudah Divaksin Dilarang Membeli dan Mengendarai Mobil, Dan tidak diperbolehkan lagi mengendarai mobil
"“Bunga Pagoda atau Maha Molu, bunga keberuntungan yang unik di Tibet. Mekar setiap 400 tahun di Himalaya.”", Bunga Pagoda di Himalaya mekar setiap 400 tahun
Akun Facebook Bupati Nias Barat “Khenoki Waruwu”,"Beredar sebuah akun Facebook dengan nama “Khenoki Waruwu” yang mengatasnamakan dan menggunakan foto Bupati Nias Barat, Khenoki Waruwu"
Video Korban Ponsel Meledak karena Minum Air dan Menggunakan Ponsel yang Sedang Diisi Daya,"“Saat menelepon jangan minum air…”minum saat mengisi daya hpMinum saat telponanJika Anda berbicara di HP saat HP sedang di isi, ingatlah untuk tidak minum air itu akan mengalirkan listrik ke dalam tubuh organ Hati Anda! Ingat! Ingat!Sebarkan !!!! Sebarkan!!!! seperti video ini tersengat listrik"
AIR LAUT DI PANTAI PANGANDARAN SURUT USAI GEMPA CIANJUR,"Beredar video di Tik Tok air laut surut dan kering diklaim terjadi di Pantai Pangandaran, Jawa Barat"
Surat Edaran Kementerian Koordinator Perekonomian Republik Indonesia untuk Sponsorship Penerbitan Buku,“Nomor : 135/KKBP-M/VI/2021Lampiran : 1 (satu) berkas proposalPerihal : Sponsorship Penerbitan Buku “Kementerian Koorrdinator Bidang Perekonomian R
Kadrun Merupakan Panggilan PKI untuk Umat Islam,Telah beredar sebuah komentar di Twitter oleh akun @MohCipto1 yang mengatakan bahwa istilah Kadal Gurun (Kadrun) merupakan istilah PKI yang ditujukan untuk orang Islam
WARGA KABUPATEN INDRAMAYU MEMBAKAR PONPES AL-ZAYTUN," Unggahan video tersebut bertuliskan ""TEPAT MALAM INI RIBUAN WARGA INDRAMAYU KOMPAK B4K4R PONPES AL ZAYTUN"
“Legenda Hello Kitty berasal dari gadis penderita kanker mulut dan Hello Kiity artinya dalam bahasa China adalah Halo Iblis”," Hello Kitty berasal dari Jepang, bukan China"
"DIKUASAI PKI, MASJID ISTIQLAL TIADAKAN SALAT JUMAT", Karenanya masjid tersebut meniadakan ibadah salat Jumat
"Tangkapan layar Artikel berjudul “Janda Yang Mengaku Hamil karena Angin,Kini Anaknya Diberi Nama AKHMAD CONFRESOR”","Akun bernama Rui Riu meposting sebuah gambar tangkapan layar sebuah artikel berjudul “Janda Yang Mengaku Hamil karena Angin,Kini Anaknya Diberi Nama AKHMAD CONFRESOR”"
BILL GATES TIDAK PERNAH PAKAI MASKER,"pendiri raksasa teknologi Microsoft, Bill Gates, tidak pernah mengenakan masker beredar di media sosial"
SET TOP BOX UNTUK MEMBACA DATA ORANG YANG SUDAH DIVAKSIN,sebuah unggahan yang mengaitkan set top box pada TV analog dengan data vaksin
"“Yang bikin banyak positif bukan acara pernikahannya, tapi testnya”","com berjudul “Duh, Usai Gelar Acara Pernikahan, 21 Warga Klungkung Positif Covid-19” disertai dengan narasi yang mengklaim banyak yang positif Covid-19 bukan karena acara pernikahan melainkan tes rapid, swab, dan lainnya menjadi penyebab utama banyaknya angka positif Covid-19"
KUESIONER HADIAH HONDA SCOOPY DARI HONDA,all-new Honda Scoopy dari Dealer Honda
Video Prabowo Subianto nabok tangan pendukungnya sendiri,"trus saya liat Prabowo Subianto yang ngamuk dan nabok tangan pendukungnya sendiri yang pengen bersalaman dengannya…Rasanya kok makin mantap pilih 01, ya"
Video “karyawan yang sedang menyortir atau memasukkan masker tiga ply dengan merek solida”, Sementara video memperlihatkan pengemasan masker
PESAN BERANTAI TABUNG ELPIJI KADALUWARSA PASCA TABUNG MELEDAK DI PHD BEKASI, Gas NegaraSetelah kejadian tabung elpiji meledak di Pizza Hut Bekasi juga di beberapa daerah
“INILAH LAMBANG PENGIKUT DAN PENGANUT PERJANJIAN DENGAN DAJJAL”,“FAKTA !!!INILAH LAMBANG PENGIKUT DAN PENGANUT PERJANJIAN DENGAN DAJJAL
Foto Pasangan Pria dan Wanita Memakai Masker saat Pandemi Flu Spanyol tahun 1918,Akun Twitter Archaeo – Histories (@archeohistories) mengunggah cuitan berupa foto pasangan pria dan wanita yang memakai masker saat pandemi flu Spanyol tahun 1918
ALQURAN PALSU KEMBALI BEREDAR,fakta munculnya kembali Al-quran palsu yang beredar di masyarakat
Video “INDONESIA HARUS WASPADA DUA NEGARA BERNIAT SERANG RI DENGAN RUDAL RUDALNYA”,NARASI: “INDONESIA HARUS WASPADA – MALAYSIA – UCRANIA – DUNIA MILITER UPDATE – BERITA TERKINI”
"PESAWAT YANG DITUMPANGI PRABOWO DIHALANGI JET TEMPUR, ATAS PERINTAH SIAPA?","Pesawat Yang Ditumpangi Prabowo Dihalangi Jet Tempur, Atas Perintah Siapa?"
PROFESOR GABE BIN ABDULAH YANG BERASAL DARI AMERIKA LATIN KAGUM KEPADA PENDUKUNG…,"menerima aduan yang menanyakan kebenaran dari informasi, Profesor Gabe Bin Abdulah yang berasal dari Amerika latin ini kagum kepada pendukung Prabowo di karnakan Mereka tidak pernah menyerah dalam melawan kecurangan ini"
Video Simpanan Emas Ratu Elizabeth II Tersimpan di Ruangan Bawah Tanah,“Nich liat genks Simpanan Emas Ratu Elizabeth yang tersimpan di ruang bawah tanah
SMS BERISI UNDANGAN MENGHADIRI RAKERNAS PENINGKATAN MUTU DAN KINERJA SARJANA LULUSAN…," Pesan singkat tersebut berisi undangan kepada alumni lulusan UNIKA untuk menghadiri acara Rakernas peningkatan mutu dan kinerja Sarjana lulusan UNIKA pada tanggal 24-25 Agustus 2019 di Hotel Nusa Dua, Bali"
AKUN WHATSAPP MENGATASNAMAKAN DIREKTUR UTAMA RSCM,tangkapanlayar pesan WhatsApp yang mengatasnamakan Direktur Utama Rumah Sakit Dr
VANESSA ANGEL PINDAH AGAMA, Setelah kami melakukan penelusuran kabar kepindahan agama Vanessa Angel dibantah oleh Doddy Sudrajat selaku ayah kandungnya
Twitter Mengambil Untung Setelah Tesla Mengalokasikan 10 Miliar Dollar AS untuk Mengiklankan Twitter,(Diterjemahkan ke Bahasa Indonesia):“Twitter sekarang mengambil keuntungan setelah Tesla pada malam ini berkomitmen untuk membelanjakan 10 milliar dollar untuk iklan Twitter minggu depan”
"BUPATI CIANJUR MEWAJIBKAN RT/RW COBLOS JOKOWI, DISUMPAH AKAN DITAGIH DI AKHERAT",tentang informasi yang beredar di media sosial tentang Bupati Cianjur ajak masyarakat Rt/Rw untuk mencoblos Capres no urut 1 Jokowi-Ma'ruf
“Tabiat ASLINYA PRESIDEN INDONESIA terhadap rakyat yg bersebrangan di anggap musuh pribadi.”,* “INI WATAK ASLINYAPRESIDEN INDONESIA” (di dalam video)
"Innalillahi, Kronologi ‘Berpulangnya’ Stefan William Akibat Kecelakaan Saat Syuting Sinetron","Kanal Youtube SEPUTAR BERITA INDONESIA memposting video dengan durasi 4 menit 45 detik yang berjudul “Innalillahi, Kronologi ‘Berpulangnya’ Stefan William Akibat Kecelakaan Saat Syuting Sinetron”"
[SALAH] Giveaway Ivan Gunawan melalui akun Facebook 𝐈𝐆𝐔𝐍 𝐒𝐔𝐏𝐑𝐀𝐈𝐒𝐄”,com/100094932042924) dengan menggunakan foto Ivan Gunawan dan mengunggah video Ivan Gunawan dengan narasi seolah Ivan Gunawan sedang berbagi hadiah untuk pengikutnya
PUTRI KING SALMAN GA BERHIJAB., Beredar di media sosisal Twitter sebuah foto putri Raja Salman yang tidak berhijab
Kota Cirebon Lockdown," Berikut kutipannya:“Besok Kota Cirebon Lockdown, akan ada penyekatan di 4 titik"
DERETAN MERK BERAS YANG DICUCI MENGGUNAKAN BAHAN KIMIA PENYEBAB KANKER,imbauan agar masyarakat mewaspadai beras yang mengandung bahan kimia beredar melalui pesan berantai di WhatsApp
Akun WhatsApp Mengatasnamakan Anggota DPD RI Fahira Idris “0818110531”,Beredar sebuah akun WhatsApp mengatasnamakan anggota Dewan Perwakilan Rakyat Daerah (DPD) RI Fahira Idris
1000 Tiket Pesawat Gratis Untuk WNI Pulang Ke Tanah Air Dari PT Angkasa Pura 1 Karena Virus Corona," Angkasa pura, di nomor hp yg tertera di bawah, karna stok tiketnya terbatas cuma 1000 lembar, siapa cepat dia akan pulang dengan gratis"
Foto “Pemerintah jawa timur sdh menyiapkan 52 buah tempat kurantin bagi TKI yg bru pulang dari luar negri.”,donie) mengunggah beberapa foto dengan narasi sebagai berikut:“Pemerintah jawa timur sdh menyiapkan 52 buah tempat kurantin bagi TKI yg bru pulang dari luar negri
Video Salat Berbahasa Indonesia,Warganet dihebohkan oleh beredarnya video salat yang memakai bahasa Indonesia di jagat maya
Coretan Indikasi Maling atau Rampok Mengincar Rumah,Beredar informasi mengenai adanya modus coretan di dinding atau tiang listrik dan lainnya sebagai tanda maling atau rampok tengah mengincar rumah
“ATAS PERINTAH LUHUT AMIEN RAIS AKHIRNYA DIJEMPUT PAKSA”, Video tersebut disertai thumbnail yang menyatakan bahwa Amien Rais dijemput paksa atas perintah Luhut
IRJEN FERDY SAMBO DI TEMBAK DI TEMPAT KARENA BERUSAHA MELARIKAN DIRI DARI MAKO BRIMOB,Irjen Ferdy Sambo melarikan diri dari rumah tahanan MakoBrimob
Dua Ekor Cacing Pra-Sejarah Berhasil Dihidupkan Kembali oleh Peneliti Asal Rusia,(diterjemahkan ke dalam Bahasa Indonesia)“Sekelompok peneliti asal Rusia telah berhasil mencairkan beberapa cacing pra-sejarah yang terjebak di dalam es dan dua di antaranya berhasil hidup kembali
Saluran Televisi China Tayangkan Gambar Nabi di Tengah Perseteruan Umat Muslim dengan Presiden Prancis,"Pengguna Twitter NoName mengunggah sebuah video berdurasi 28 detik dengan menampilkan gambar yang diklaim sebagai gambar Nabi Muhammad, video tersebut juga dikaitkan dengan perseteruan yang tengah memanas antara umat muslim dunia dengan Presiden Prancis Emmanuel Macron"
PASIEN VIRUS CORONA DI RSU MAUMERE,virus Corona sudah masuk Maumere dan ada satu pasien asal negara lain yang dirawat di RSU Maumere
"""Semakin Banyak Artis yang Smart dan Faham Akan Kondisi dan Nasib Rakyatnya""","""Semakin byk artis yg smart dan faham akan kondisi dan nasib rakyatnya yg semakin terpuruk ini"
"BROADCAST INFO PEMBUATAN SIM KOLEKTIF YANG AKAN DILAKSANAKAN PADA SABTU, 29 FEBRUARY…","beredar broadcast info pembuatan SIM Kolektif yang akan dilaksanakan pada Sabtu, 29 February 2019, di depan Gasibu Bandung"
"KAPAL SELAM DIDUGA TERAPUNG TANPA ADA PERGERAKAN DAN PENGAWALAN, BENARKAH KRI NANGGALA-402?…"," Dalam postingan tersebut juga berisi narasi “Ditemukan kapal selam terapung tanpa pergerakan, semoga benar KRI Nanggala-402”"
"CIUM JANDA 1 MENIT DAPAT PERPANJANG UMUR 1 TAHUN, INI FAKTANYA!","CIUM JANDA 1 MENIT DAPAT PERPANJANG UMUR 1 TAHUN, INI FAKTANYA!"
Poster Capres-Cawapers untuk Pilpres 2024," Adapun capres dan cawapres tersebut diantaranya Puan Maharani dengan Moeldoko, Jusuf Kalla dengan Agus Harimurti Yudhoyono (AHY)"
FOTO ANAK-ANAK PALESTINA KORBAN PEMBUNUHAN PASUKAN ISRAEL,"com, dalam artikel berjudul,  Pasukan-Pasukan Israel Membnh anak-anak Palestina Hidup Hidup "
VIDEO KOMPILASI PERNYATAAN MA'RUF AMIN YANG BERBEDA SOAL KEDUDUKAN BPJS,"isi video kompilasi Pernyataan Ma'ruf Amin Yang Berbeda Soal Kedudukan BPJS, Sebelum mejadi wapres Ma'ruf Amin Sebut BPJS Kesehatan Haram dan Setelah Ia Menjadi Wapres RI di anjurkan"
Pesan Grup WhatsApp “To Firdaus We Ascend” atau “Ke Surga Kita Pergi”,Telah beredar pesan di grup WhatsApp yang menyatakan bahwa terdapat sebuah grup WhatsApp dengan nama “To Firdaus We Ascend” atau “Ke Surga Kita Pergi”
Beras Produksi UD Widodo Mengandung Bahan Kimia,"Dalam sehari UD widodo bisa memproduksi beras Kimia sebanyak 28 sampai 30 Ton , dan dipasarkan daerah Malang Raya , Surabaya , Pangkalan Bun Kalteng dan Banjarmasin Kalimatan Selatan"
Lelang Internal Bea Cukai,“DIREKTORAT JENDERAL BEA DAN CUKAILELANG NONEKSEKUSI INTERNALKANTOR PELAYANAN UTAMA BEA DAN CUKAIPENGUMUMAN LELANG NOMOR: PENG/23/KPU
PEMBUKAAN GOJEK ATAS NAMA NADIEM MAKARIM," Telah beredar di media sosial platform Facebook, dalam sebuah postingan yang menyatakan bahwa Nadiem Makarim memberikan informasi terkini pembukaan @gojekindonesia sudah dibuka kembali di masing-masing cabang Gojek"
KEBOCORAN DATA TOKOPEDIA,"id dengan judul ""Kebocoran Data Tokopedia, 4 Juta Data Pribadi Pelanggan Dijual Hacker"" dan beberapa media onlinepun ramai memberitakan tentang kebocoran data tokopedia tersebut"
"“Mantap cara presiden Vladimir Putin, dengan menyebar hewan buas supaya warganya tidak keluar rumah”","dengan menyebar hewan buas,…supaya warganya tidak keluar rumah…"
Uni Emirat Arab Selamatkan Indonesia dari Hutang 1.3 Triliun,"Akun Youtube Dokter Habibie mengunggah video yang berjudul “Luar Biasa, Uni Emirat Arab Selamatkan Indonesia Dari Hutang 1"
Kader PKS Sebut “Poligami Untuk Rakyat! Masa Depan Bangsa Indonesia”," Dalam e-brosur yang diunggah oleh akun Facebook Mahligai Jingga Vox itu, terdapat motto atau tulisan yang berbunyi “Poligami Untuk Rakyat! Masa Depan Bangsa Indonesia!"
DOKTER DI PALEMBANG TEWAS SETELAH DIVAKSIN CORONA,seorang dokter ditemukan wafat di mobilnya
KEMENKES PASTIKAN SERTIFIKAT VAKSIN BUKAN SYARAT ADMINISTRASI APAPUN,KEMENKES PASTIKAN SERTIFIKAT VAKSIN BUKAN SYARAT ADMINISTRASI APAPUNBeredar satu flyer berisi foto Juru Bicara Vaksinasi COVID-19 Kementerian Kesehatan RI dr
AHOK DITUNJUK JADI KETUA KPK,"Sebuah video diunggah di YouTube, bernarasi Basuki Tjahaja Purnama alias Ahok ditunjuk jadi Ketua Komisi Pemberantasan Korupsi (KPK)"
Air Liur Dari Terompet Dapat Sebarkan Penyakit Berbahaya,"Jelang perayaan tahun baru, kembali beredar informasi seputar penyebaran penyakit berbahaya yang ditularkan melalui air liur yang tersisa di terompet"
USTAZ MAAHER MENINGGAL SETELAH DISUNTIK PAKSA VAKSIN,almarhum Soni Eranata atau yang dikenal sebagai Ustaz Maaher At-Thuwailibi meninggal setelah disuntik paksa
Melakukan Tes PCR Sama Dengan Mendapatkan Vaksinasi, Menerima itu seperti mendapatkan vaksin
Akun Facebook Walikota Solok Zul Elfian Umar (Zul Solok), Akun tersebut memakai foto profil Zul Elfian Umar dan menghubungi ASN menawarkan promosi jabatan
WAMENAG SEBUT REUNI 212 BERPOTENSI MENIMBULKAN DOSA,Beredar kabar Wakil Menteri Agama Zainut Tauhid Saadi menyebut acara Reuni 212 berpotensi menimbulkan dosa
USTAZ YUSUF MANSUR MENINGGAL DUNIA,Kabar tentang pendakwah Ustaz Yusuf Mansur meninggal dunia beredar di media sosial
EMAIL PEMBERITAHUAN PENGEMBALIAN PAJAK MENGATASNAMAKAN DJP, Email tersebut disertai sebuah tautan yang bisa diakses untuk menyelesaikan permintaan pengembalian pajak
KSAD Jenderal Andika Perkasa Adu Otot dengan Tentara Amerika Serikat," Berdasarkan informasi yang beredar, 2 orang tersebut ialah salah satu tentara Amerika Serikat dan KSAD Jenderal Andika Perkasa"
NOMOR WHATSAPP MENGATASNAMAKAN WAKIL BUPATI KARAWANG,"telepon melalui aplikasi WhatsApp yang mengatasnamakan Wakil Bupati Karawang, H"
"Ulama Umat Muslim Dimusuhi, Kalau Guru Besar Agama Lain Cium Tangan",“Ulama umat muslim di musuhi…Kalau guru besar dari agama lain dia cium tangan
“Pangeran Uni Emirat Arab Dikabarkan Positif Virus Corona”,"Di artikel ini, dituliskan klaim sebagai berikut:“Pangeran Uni Emirat Arab (UEA), Mohammaed bin Zayed, dikabarkan terinfeksi virus corona (COVID-19) pada Rabuu, 4 Maret 2020"
Lowongan Kerja Menjadi Pamsuska PT KAI,Lowongan Tenaga Kerja Menjadi PAMSUSKA
BRI Bagikan Dana Giro Rp 37 Juta Lewat SMS,"Dalam pesan itu, tertulis bahwa penerima SMS terpilih mendapatkan dana giro sebesar Rp 37 juta dari BRI"
Foto RA Kartini Memakai Jilbab dan Kacamata saat Menjadi Santri,“Photo asli RA Kartini ketika menjadi santri Kyai Saleh Darat
Video Penampakan Perempuan Misterius Saat Evakuasi Korban di Sungai,"Video tersebut berjudul ""Viral💥 Penampakan Perempuan Rambut Panjang saat Pencarian Korban di Sungai"""
Boneka Asli Annabelle Melarikan Diri Museum Warren,Akun Twitter Sara (@saraa_oz) mengunggah narasi beserta foto tangkapan layar yang informasikan bahwa boneka Annabelle telah melarikan diri dari Museum Warren pada 14 Agustus 2020
Ijazah SMA Jokowi Palsu,Beredar sebuah unggahan gambar dari media sosial Facebook yang mengklaim bahwa ijazah kelulusan SMPP Jokowi adalah palsu
Kabar Penyanyi Iwan Fals Meninggal Dunia,com/@GaleriSeleb) pada tanggal 8 Desember 2023 mengunggah sebuah video dengan keterangan bahwa penyanyi legendaris Iwan Fals telah menghembuskan nafas terakhir pukul 13
SUSI AIR PUNYA UTANG RP 1 TRILIUN KE BRI,"narasi perusahaan maskapai milik mantan Menteri Kelautan dan Perikanan Susi Pudjiastuti, Susi Air terancam pailit"
Surat Edaran Pengangkatan Tenaga Honorer Menjadi CPNS Tanpa Tes Oleh Kementerian Pendidikan Kebudayaan Direktorat Jenderal Guru dan Tenaga Kependidikan,00/2022Hal : Pengangkatan tenaga HonorerYth : Seluruh Tenaga HonorerMerujuk Hasil Keputusan Bersama antara Menteri Pendidikan kebudayaan Dengan KOMISI X DPR
Foto Kucing yang Menempel di Kaca Pintu saat Badai di Belanda,Akun Twitter Buitengebieden (@buitengebieden_) mengunggah cuitan berupa foto kucing menempel di kaca yang diklaim terjadi saat badai di Belanda
POLITIKUS PDIP RIEKE DIAH PITALOKA MINTA PRESIDEN JOKOWI MUNDUR, Rieke memberi saran kepada Ketua Umum PDIP Megawati Soekarnoputri agar presiden berasal dari kalangan ketua umum atau orang berprestasi
GAK ADA SALAHNYA BELAJAR TOLERANSI DARI NEGERI JERMAN,"""Carilah ilmu sampai ke negeri Cina dan gak ada salahnya belajar toleransi dari negeri Jerman"
Hukuman Masuk Peti Mati Karena Tidak Pakai Masker,Berikut kutipan narasinya:“Yg lewat Fatmawati tdk menggunakan masker akan di hukum peti mati selama 5 mnt……
“BOM BUNUH DIRI DI MEDAN ‘MELEDAK’. PELAKUNYA ORANG”,NARASI:BOM BUNUH DIRI DI MEDAN “MELEDAK”
Pelajar Sekolah Meninggal Ketika Sedang Bermain Game Online,"""Innalillahi wainna ilaihi rojiun,pelajar Sekolah Meninggal ketika sedang bermain Game Online"
Lowongan Kerja Puskesmas Mulyorejo,“INFO LOWONGAN KERJAPUSKESMAS MULYOREJOJL
CAIRAN VAKSIN TIDAK MASUK KE TUBUH JOKOWI,cairan vaksin masih utuh saat alat suntik dicabut dari tubuh Presiden Joko Widodo (Jokowi)
PARTAI PRIMA BUATAN ANAK-ANAK KOMUNIS,Partai Rakyat Adil Makmur (PRIMA) merupakan buatan anak-anak komunis
AKUN INSTAGRAM MENGATASNAMAKAN GUBERNUR BANK INDONESIA,Beredar akun media sosial Instagram yang mengatasnamakan Gubernur Bank Indonesia Perry Warjiyo
FAISAL AMIR MAHASISWA AL AZHAR DIRAWAT KRITIS KARENA IMBAS DEMO,"informasi Telah Berpulang Ke Rahmatullah Pejuang Aspirasi Rakyat, Faisal Amir Mahasiswa Universitas Al-Azhar Indonesia Semester 7 Yang Pecah Tengkorak Kepalanya Dan Tulang Bahu Hancur Di Duga Kena Pukulan Benda Tumpul"
NOMOR WHATSAPP MENGATASNAMAKAN KETUA DPRD KOTA BANDUNG,akun WhatsApp yang mengatasnamakan Ketua Dewan Perwakilan Rakyat Daerah (DPRD) Kota Bandung H
Media Tidak Menyiarkan Demo RUU HIP,Sebuah akun bernama Mhd Kholid Way membagikan sebuah unggahan yang mengatakan bahwa tidak ada satu pun media televisi yang menyiarkan Demo tolak UU HIP
LOWONGAN TENAGA KERJA PAMSUSKA MENGATASNAMAKAN KAI," Dalam unggahan itu dituliskan, dibutuhkan 4 orang untuk menjadi Pengamanan Khusus Kereta Api (PAMSUSKA) sebagai pengganti 4 orang pegawai yang sudah pensiun"
Pesan WhatsApp Undangan Rapat Kinerja Tenaga Oleh Wakil Direktur Pelayanan Medik dan Keperawatan RSUD Dr. Soetomo Juni 2023,"A(K), (Wakil Direktur Pelayanan Medik Dan Keperawatan RSUD Dr"
Kerokan Kulit Batang Pohon Mangga Dapat Mengobati Sakit Gigi, Dalam postingannya disebutkan bahwa kerokan kulit batang pohon mangga dicampurkan dengan garam dapur dan air hangat lalu berkumur
