sent0,sent1,hard_neg
Oknum Pendekar Silat terancam Tak Bisa Urus SKCK Seumur Hidup,Polres Gresik mengancam para pendekar silat jika berbuat rusuh lagi makan tidak akan bisa mengurus SKCK Seumur hidup,Wakil Bupati Banggai Berniat Menyumbang Dana Pada Pondok Pesantren untuk Renovasi
Kereta Cepat Jakarta-Bandung Tembus 300 KM/Jam,sebuah kereta melaju dengan keterangan ‘Kereta Cepat Jakarta-Bandung Tembus 300 Km/Jam’ yang diunggah oleh akun TikTok Bernama Raha pada 21 Juni 2023,Situs Formulir Online BANPRES oleh Kementrian Koperasi dan UKM
"Kebakaran di Desa Kajar, Bondowoso",rumah kebakaran diunggah oleh akun TikTok Bondowoso selebgram pada 2 Mei 2023,Akun Facebook Bupati Nias Barat “Khenoki Waruwu”
PA 212 Tolak Kehadiran Coldplay di Indonesia,PA 212 tolak kehadiran coldplay di Indonesia karena mereka adalah pendukung LGBT dan Atheis,“Keluarkan nasi dari rice cooker jika sudah matang. Kalau lebih dari 12 jam menjadi pemicu diabetes”
HIMBAUAN PEMERINTAH RI KEPADA MASYARAKAT INDONESIA UNTUK MENGIBARKAN BENDERA SETENGAH…,"HIMBAUAN PEMERINTAH RI KEPADA MASYARAKAT INDONESIA UNTUK MENGIBARKAN BENDERA SETENGAH TIANG TANGGGAL 12-14 SEPTEMBER 2019, SEBAGAI HARI BERKABUNG NASIONAL ATAS MENINGGALNYA BAPAK B",WHO MENYARANKAN UNTUK TIDAK MAKAN ROTI KARENA DAPAT TERINFEKSI VIRUS DENGAN MUDAH
Suara Dentuman Dari Dalam Tanah Madura,terdengar suara seperti ketukan dari dalam tanah di Pulau Madura,Video Pesepeda Masuk Pantai Indah Kapuk Harus Pakai Paspor
Kades Tolak Kegiatan Bersih-Bersih Sampah di Pantai oleh Influencer,seorang kepala desa menolak kegiatan bersih-bersih sampah di pantai oleh Pandawara Grup (influencer),Bantuan Pulsa 200 Ribu dan Kuota 75 Gb dari Kominfo
ADANYA INFORMASI PREDIKSI BENCANA ALAM DI TAHUN 2019 YANG DI BUAT OLEH BNPB,500 kejadian bencana yang terjadi di seluruh wilayah Indonesia,HURRY UP AND GET FREE SHOES FROM ADIDAS
Johnny G. Plate tersandung Kasus Korupsi BTS Senilai 8 Triliun,terkait menkominfo yang ditetapkan tersangka kasus korupsi proyek Base Transceiver Station (BTS),Video Grace Natalie Ajak Warga Makan Babi Sama-sama
Anggota TNI Dirampok Saat Naik Travel,tentang anggota TNI-AL yang Dirampok saat sedang melakukan perjalanan menggunakan travel,“Tidak pernah presiden foto dengan pemakai cadar… Dengan yang ini ada”
Klaim Prabowo Terkait Operasional Pelabuhan Indonesia Diberikan Pihak Asing,"""Strategi kita berbeda, prihatin dengan pelabuhan kita di Indonesia operasionalnya di berikan kepada asing,"" kata Prabowo Subianto dalam Debat Capres kedua, Minggu (17/2)",Foto Bendera Ukraina dan Nazi “This is Ukraine White Supremacy.”
Perubahan Rute Praktik SIM C,Beredar informasi rute ujian praktik SIM (Surat Izin Mengemudi) C berubah,Pembagian Toyota Fortuner Hanya dengan Tebak Nomor di Facebook
Puncak Jam Menara Makkah Tersambar Petir," Tampak sambaran petir bercabang berwarna ungu, kuning menyambar menara makkah",Surat Gubernur Kaltara Meminta Bantuan Dana Pengamanan Pelaksanaan Pilkada Kaltara 2020
Video Pria Mengapung di Bawah Jembatan Suramadu, Dalam video tersebut juga memperlihatkan warga yang berdatangan di pinggir jembatan,Ungkapan Hati BJ Habibie Soal Akhirat
Penutupan Jalan Raya Waru 24-26 Agustus 2023,"Jalan Raya Waru ditutup pada 24-26 Agustus 2023, informasi tersebut diunggah oleh akun TikTok Amank pada 22 Agustus 2023",Pemuda Solo Meninggal Setelah Makan Kangkung Berisi Lintah
"MEDIA SOSIAL FACEBOOK, INSTAGRAM DAN WHATSAPP MENGALAMI GANGGUAN SECARA GLOBAL","[BERITA]Tim Jabar Saber Hoaks memperoleh aduan yang menanyakan kebenaran informasi Media sosial Facebook, Instagram dan WhatsApp mengalami gangguan secara global",Foto Wanita Afghanistan yang Kakinya Dirantai oleh Suami Mereka
BUBUK SILICA GEL BERBAHAYA DAN BISA MELEDAK KETIKA DICAMPUR AIR,"menanyakan kebenaran berita dari bahayanya bubuk Silica Gel yang dapat meledak dan menyembur jika dicampur dengan air dalam botol, kasus ini terjadi di Tiongkok yang cairan Silica Gel terkena mata seorang anak laki-laki dan mengakibatkan sebelah matanya buta total",VAKSIN COVID-19 MENGANDUNG KANDUNGAN LUCIFERASEALAM SEBAGAI ALAT PELACAK
Buaya Muncul di Pantai Anyer, Dalam keterangan video tertulis terdapat seekor buaya di pantai dengan caption himbauan untuk tetap berhati-hati,Akun WhatsApp Wakil Bupati Klaten dengan Nomor “082140850608” Memberikan Donasi Kepada Tempat Ibadah dan Yayasan
"Bentrokan di Tlogomas, Malang",telah terjadi bentrokan oleh warga Atambua dengan Manggarai di Malang,"BENARKAH BEREDAR AL-QURAN PALSU, ARTI SURAT AL-MAIDAH 51 DIUBAH?"
Kenaikan Suhu di Kawasan Asia," Dalam pesan berantai, terdapat gambar yang berisi negara beserta suhu di negara tersebut",DOKTER REKOMENDASIKAN VAKSIN COVID-19 DISUNTIK DI ALAT KELAMIN PRIA
Benarkah selama puluhan tahun banyak perusahaan besar meninggalkan limbah dan tidak membayar pajak?,"Dalam arena debat calon presiden kedua, di Hotel Sultan, 17 Februari 2019, calon presiden Prabowo Subianto menyatakan, ""Selama puluhan tahun perusahaan besar meninggalkan limbah dan tidak membayar pajak",“Semua Fraksi Sepakat Copot Anies”
Deretan Kata Sandi yang Sering Digunakan pada 2023,deretan kata sandi yang sering digunakan pada tahun 2023,Video “JAKSA WANITA YANG DZALIM DAN BENGIS TERHADAP HRS KINI TELAH MENERIMA AZABNYA”
PESAN WHATSAPP GOLD DAN MARTINELLI,Telah beredar pesan singkat terkait sejumlah pengguna whatsapp menerima pesan yang isinya untuk tidak membuka WhatsApp Gold,Mahasiswa UINSU meninggal dunia saat melaksanakan demo di kota medan
"RATUSAN ORANG GILA DI KABUPATEN BOGOR ""DIPAKSA"" BIKIN KTP ELEKTRONIK",kebenaran Ratusan orang gila atau Orang dengan gangguan Jiwa (ODGJ) di Kab Bogor dipaksa bikin KTP Elektronik,Tol Semarang-Batang Tutup Total
Deklarasi Demokrat Dukung Prabowo, Informasi tersebut diunggah di TikTok pada 22 September 2023 dengan keterangan ‘deklarasi resmi partai democrat mendukung pak Prabowo presiden RI 2024’ dan menampilkan Agus Harimurti Yudhoyono (AHY) berpidato di mimbar,Pesan Whatsapp oleh Bupati Jember Ingin Bagikan Sumbangan
Foto “Salam Dua Jari” Kapolda Sumut Paulus Waterpauw Bersama Ketua Relawan Djarot-Sihar,"Foto Kapolda Sumut Irjen Paulus Waterpauw bersama dengan Meryl Saragih yang dalam akun media sosialnya merupakan Ketua Relawan Djarot-Sihar, keduanya pun tampak menunjukkan salam 2 jari",Pemblokiran Jalan di WKO Jelang Putusan MK
Puncak Hujan Meteor 13 Agustus,adanya puncak hujan meteor Perseid pada 13 Agustus 2023,Dana BLT BBM Merupakan Dana Desa yang Direalokasi
BPJS Hentikan Meng-cover Biaya Pengobatan Kanker,“Saya teringat kisah ibu Lis yang pengobatannya harus disetop karena BPJS tidak lagi meng-cover,Lowongan Kerja oleh PLN Wilayah Denpasar Oktober 2022
"Penggantian QRIS di Masjid Nurul Iman, Jakarta Selatan.",seorang pria yang mengganti kode Quick Response Code Indonesia Standart (QRIS) masjid dengan QRIS miliknya,Pemantauan Aktivitas Telepon Seluler dan Media Sosial Oleh BSSN
Kandang Ayam di Boyolali Didemo Warga Karena Bau Kotoran Ayam," Dalam unggahan video tersebut dijelaskan bahwa warga Desa Winong, Kecamatan Boyolali Kota, Kabupaten Boyolali, mengeluhkan aroma tak sedap limbah kotoran hewan dari peternakan ayam di wilayah tersebut",Pertolongan Pertama Pada Stroke Dengan Tusuk Jari
Suara ‘Krek’ pada Jari atau Leher Disebabkan Pecahnya Gelembung Gas, Informasi tersebut diunggah pada 20 Oktober 2023 dengan keterangan ‘ bunyi jari dan leher,GANJAR PRANOWO DISIAPKAN JADI PRESIDEN OLEH PKI
Baso A Fung Musnahkan Mangkok Karena Ulah Pelanggan,tentang Baso A Fung yang memusnahkan peralatan makannya ,VIDEO PEMUDA PEMUDI YANG TERJANGKIT TIKTOK SYNDROM
"Jokowi : ""Indonesia adalah negara penduduk muslim terbesar""","""Di forum internasional selalu saya sampaikan Indonesia adalah negara penduduk muslim terbesar karena banyak yang belum tahu posisi kita itu,"" kata dia dalam Debat Capres di Shangri-La Hotel, Jakarta Pusat, Sabtu (30/3/2019)", Benarkah 1 Warga di Perbatasan Rohul dan Rohil Dapat 2 Surat Suara di Pilkada Serentak 2020
"“Temuan Stempel Berlogo Palu Arit, Pemkab Morowali Imbau Warga Tenang”"," Wanxiang, di Morowali, Sulawesi Tengah, Gubernur Minta Diusut TNI, Bukan Diusut Polisi…Semoga Diusut TUNTAS",AGAMA ISLAM DILARANG DI ANGOLA IMBAS DARI HUTANG LUAR NEGERI KE CHINA
"Pilkada Sleman, Sri: Merapi Siaga, Warga Rentan Sudah Diungsikan?"," Kemudian ketika awas, mereka akan dikumpulkan ke titik kumpul, akan bersama-sama mengungsi juga di barak pengungsian,"" kata dia",Beberapa vaksin COVID-19 dapat meningkatkan risiko HIV.
Philadelpia menjadi Sarang Pecandu Narkoba, Keterangan dibuat para manusia yang berperilaku aneh tersebut adalah pecandu narkoba yang disebut fentanil,Panggilan Interview Kerja Diskominfo Jabar
Mahasiswi  Undip Meninggal Saat Mendaki di Gunung Lawu,Mahasiswi Universitas Diponegoro Semarang meninggal saat mendaki Gunung Lawu,Foto-foto “Orang Mati COVID-19 yang Dilempar ke Laut Tiba di Laut Sabah”
KECELAKAAN BUS KRAMAT JATI DI CICALENGKA KAB. BANDUNG,KECELAKAAN BUS KRAMAT JATI DI CICALENGKA KAB,"Pemilu Di Australia Pendukung 02 Tidak Boleh Masuk, Alasan Waktu Sudah Habis"
"""Pare Tidak Serta-merta Bisa Menyembuhkan Kanker""","Menggunakan pare dalam mengobati kanker,hanya akan mematikan sel sel jahat tumor,dia tidak akan mempengaruhi sel sel yg sehat","TANGGAL 22 MEI PENDUKUNG 02 KEPUNG KPU, WIRANTO: BIARKAN SAJA, UNTUK BAHAN BERBURU…"
Seleksi CPNS dibuka Tiga Periode,CPNS 2024 dibuka pada bulan maret 2024,"Foto ""Pupuk cendana memang jamian mutu"""
"Surat Suara Ditemukan Sudah Tercoblos di TPS Malaka, Begini Faktanya","Informasi surat suara yang telah tercoblos tersebut bermula dari unggahan akun Buyung Must KLU di media sosial, facebook sekitar pukul 10",Video Kemunculan Burung Garuda di Jawa Timur
HARGA BBM DIGADANG NAIK,harga BBM yang akan kembali naik pasca kemenangan Presiden Jokowi dan K,POSTER FOTO DPO VERONICA KOMAN
Banjir Lahar Dingin Semeru,banjir besar dengan keterangan ‘banjir lahar dingin semeru’,“Mulai Besok dan Seterusnya Ada Peraturan Komunikasi Baru”
DISNAKERTRANS CIANJUR MENEMUKAN TKA MEMILIKI KTP, Akun tersebut menuliskan berita bahwa Disnakertrans Cianjur menemukan seorang Tenaga Kerja Asing (TKA) yang memiliki Kartu Tanda Penduduk (KTP) saat melakukan sidak ke sejumlah perusahaan di Cibeber dan Campaka,Seorang Wanita Kikuyu Menggendong Mandor Kulit Putih
"BENDERA PARTAINYA HADIR DI KAMPANYE PRABOWO, GOLKAR: ITU PALSU",kebernaran berita yang beredar kalau bendera partai golkar berkibar dalam kampanye Prabowo,"“Anosmia Bukan Gejala khas Virus, Minum aja Mecobalamin 5 cap setiap 1 jam sampai diare ringan”"
Pemilik Mobil Naik di Atas Kap untuk Menggagalkan Aksi Pencurian di Blitar,pemilik mobil yang berada di atas kap untuk menggagalkan aksi pencurian di Blitar,PEMBUNUHAN PULUHAN ANJING OLEH TENTARA MYANMAR
Pemerintah Resmi Cabut Aturan Wajib Masker,com yang memberitakan terkait Pemerintah yang resmi mencabut aturan penggunaan masker,"KAMI MENEMUKAN INFORMASI APA YANG NAMPAK DARI MULUT MEREKA BEGITU MEMBENCI ISLAM,…"
Susu Kental Manis Tidak Cocok untuk Anak,Iklan-iklan bergam produk SKM itu pun kerap mengklaim sebagai produk bernutrisi yang bermanfaat bagi kesehatan dan pertumbuhan anak,"Demo Al-Zaytun Ricuh, 500 Orang Meninggal Akibat Bentrok Dengan Polisi"
Uin Raden Intan Lampung Luluskan Doktor Manajemen Pendidikan Islam Non-Muslim,tentang seorang Doktor lulusan prodi  S3 Manajemen Pendidikan Islam di UIN Raden Intan Lampung (UIN RIL),"Tak dapat Bansos, Keluarga Ilma Kerap Makan Tepung Goreng"
Pemerintah Gratiskan Tiket Kereta Cepat Jakarta-Bandung,Beredar kabar pemerintah akan menggratiskan tiket kereta cepat Jakarta-Bandung dalam 3 bulan,Pesan Berantai Biaya Tilang Baru 
Suara ‘Krek’ pada Jari atau Leher Disebabkan Pecahnya Gelembung Gas,suara ‘krek’ pada Jari atau Leher disebabkan pecahnya gelembung gas pada cairan sendi dan akan muncul kembali selama 20 menit,Viral Bocah Papua ini Lantunkan Alquran dengan Sangat Merdu
BPJS KESEHATAN KINI TAK LAGI GRATIS," Hal tersebut Meski belum resmi berlaku Permenkes 51/2018, namun tata kelola layanan BPJS tak lagi berlaku gratis","Keliru, Narasi Polisi RW Dikeroyok dan Diusir Warga di Grup WhatsApp"
Korupsi di Bank Jatim, Dalam unggahan tersebut tertulis bahwa Obin Saputra selaku staf utama di Bank Jatim Cabang utama Surabaya dikabarkan mengambil sisa uang kas pada mesin ATM sebesar Rp 2,Kangkung yang Mematikan dan Membawa Malapetaka
PAC PDIP Tenggilis Mejoyo Surabaya tangkap pelaku politik uang di Kendangsari,Warga di Kendangsari dikabarkan menangkap pelaku money politics (politik uang) pada Selasa malam (08/12/2020),Video Penampakan Robot Perang Buatan Militer Amerika Serikat
Wali Kota Kediri Mundur,Abdullah Abubakar mengundurkan diri dari kursi wali kota Kediri,Ungkapan Hati BJ Habibie Soal Akhirat
"Sebagian Benar, Klaim Jokowi Soal Hampir Tidak Ada Konflik Pembebasan Lahan","Hal tersebut disampaikan oleh Jokowi dalam debat bersama Calon Presiden 02 Prabowo Subianto di Jakarta, Minggu (17/2) malam",PULANG DARI NIKAHAN MANTAN LANGSUNG BUNUH DIRI
"Bentrokan di Tlogomas, Malang"," Dalam keterangannya, lokasi bentrokan terjadi di daerah Tlogomas, Kota Malang",Info Jalur Rawan Begal dan Himbauan Untuk Tidak Keluar Malam Oleh Kapolres Cianjur
Kebakaran di Kawasan Gunung Bromo, Kabar tersebut disebarkan oleh akun TikTok pada 4 September 2023 dengan keterangan ‘Penanjakan Bromo kebakaran’,Video Presiden Jokowi Terbitkan Perpres dan Perppu Bubarkan Ponpes Al Zaytun
Kandang Ayam di Boyolali Didemo Warga Karena Bau Kotoran Ayam,kandang ayam di Boyolali didemo warga karena bau kotoran ayam,"Tarik Dana Haji, BPKH Ancam Masyarakat Tak Dapat Berhaji Lagi Seumur Hidupnya"
Mobil Listrik BMW IX dapat Berubah Warna dalam Sekejap,Mobil BMW IX dapat berubah warna dalam hitungan detik,Video “MALAYSIA MENYEDIHKAN LUR”
Kandang Ayam di Boyolali Didemo Warga Karena Bau Kotoran Ayam, Warga resah karena bau tak kunjung hilang,"Kecelakaan Bus Rombongan Paskibraka, 7 Orang Tewas, 15 Orang Luka-Luka di Waropen, Papua"
Oknum TNI Viral Tendang Motor Minta Maaf, Dalam keterangannya tertulis ‘Oknum TNI yang Tendang Motor Berlutut Minta Maaf’,RAMAI SOAL PENCURIAN BAN MOBIL DI PASAR BARU BANDUNG
"TUNTUNAN PENGGUNAAN PENGERAS SUARA DI MASJID, LANGGAR, DAN MUSHALLA","TUNTUNAN PENGGUNAAN PENGERAS SUARA DI MASJID, LANGGAR, DAN MUSHALLA",FOTO JOKOWI DAN AHOK GUNAKAN DASTER DI PANTI REHABILITASI GANGGUAN MENTAL
Tidak Ada Manfaat Menggunakan Metode Menggoyangkan Tangki Saat Pengisian Bensin, Dalam artikel tersebut juga terdapat pengamatan secara fisika yang menyebutkan tidak ada perbedaan yang signifikan antara mengisi bensin tidak digoyang-goyangkan dengan menggoyangkan mesin,PENGURUS ANSOR CIUM TANGAN PAUS FRANSISKUS
3 Hari Berturut-turut Pemakaman Covid-19 di Malang,terjadi pemakaman dengan protokol kesehatan covid-19 selama 3 hari berturut-turut di Malang,Pemerintah Berangkatkan 20 Ribu Prajurit ke Al Zaytun
KECELAKAAN BUS KRAMAT JATI DI CICALENGKA KAB. BANDUNG," BANDUNGTelah masuk laporan masuk dari warga jabar, melalui Admin Instagram Jabar Saber Hoaks, menanyakan kebenran kabar terjadinya kecelakaan Bus Kramat Jati di Cicalengka Kab","Jumping Urine, Saran Buat Semua Laki-Laki Usia 50, Apabila Mengalami Kesulitan Buang Air Seni "
Klarifikasi Ridwan Kamil Terkait Foto 'Bowo'," Mereka menyangka, Bowo yang dimaksud adalah Prabowo Subianto dan Ridwan Kamil menyindir Prabowo dengan postingannya tersebut","Pembegalan di Simpang Sei Sikambing, Medan"
Benarkah Polisi Menurunkan Bendera-bendera Peserta Piala Dunia 2018 di Kabupaten Sorong?,"Di tengah berlangsungnya Piala Dunia FIFA,  beredar empat foto yang menggambarkan polisi menurunkan bendera Brazil dan Jerman dari rumah warga di Kabupaten Sorong, Provinsi Papua Barat",[SALAH] “Akun Facebook 𝘙𝘈𝘍𝘍𝘐&𝘕𝘈𝘎𝘐𝘛𝘈 𝘚𝘜𝘙𝘗𝘙𝘐𝘚𝘌”
Ricuh saat Laga Persik Kontra Arema,adanya kericuhan saat laga Persik Kediri melawan Arema,"Tulisan Aa Gym ""PERJUANGAN KITA MENAHAN DIRI DIRUMAH AJA DI HIANATI LAGI"""
KECELAKAAN BUS JEMBATAN CIKOPO - GARUT ARAH BANDUNG,KECELAKAAN BUS KRAMAT JATI DI CICALENGKA KAB,Vaksin Booster Covid-19 Dapat Menyebabkan AIDS
Truk Pengangkut Metanol Terbakar di Tol Jombang,peristiwa kebakaran di jalan Tol dengan keterangan ‘Truk tangka muatan Metanol terbakar di KM 673/350 Jalur B Tol Jombang-Mojokerto,Dokter Italia Sengaja Membunuh Pasien Virus Corona
Susu Kental Manis Tidak Cocok untuk Anak,Iklan produk susu kental manis (SKM) kerap bercerita tentang aktivitas yang penuh semangat dari sebuah keluarga,“kesimpulan Rob Oswald: COVID 19 adalah khayalan dan fiktif”
CEO Perusahaan Teknologi India Vistex Meninggal," Kabar tersebut disebarkan di TikTok pada 23 Januari 2024 dengan keterangan ‘CEO perusahaan teknologi India Vistex, jatuh dan meninggal saat pesta perayaan 25 tahun perusahaan",GEMPA DI IRAN DAN AUMAN DAJJAL DI SAMUDRA PASIFIK
Pagar Rumah Warga di Lampung Timur Dirusak oleh Orang Tidak Dikenal, Infromasi yang dimuat adalah cupikan video perusakan pagar warga Lampung Timur oleh beberapa orang tidak dikenal (OTK),Alat Thermo Gun dapat Merusak Kelenjar Pineal
"CORONA MELANDA, BEBERAPA DISPENDA KOTA/KABUPATEN BERIKAN INSENTIF TAGIHAN PBB"," Dalam kabar itu disebutkan, untuk mendapatkan insentif PBB, para wajib pajak harus datang langsung ke kantor Dinas Pendapatan Daerah kota/kabupaten",VIDEO SEORANG WANITA TERSENTUH OLEH KUASA ROH KUDUS DI PESAWAT CAYMAN AIRWAYS
Tempat Karaoke Terbakar,"telah terjadi kebakaran di tempat karaoke Kota Tegal, Jawa Tengah",“Tabiat ASLINYA PRESIDEN INDONESIA terhadap rakyat yg bersebrangan di anggap musuh pribadi.”
"Jokowi : ""Indonesia adalah negara penduduk muslim terbesar""",Jokowi mengatakan dalam debat tersebut jika tercatat Indonesia memilik penduduk beragama Islam terbesar di dunia,CT Value Sebagai Penentu Kesembuhan Pasien Covid-19
Selebgram Satria Mahatir Bebas Dari Bui,selebgram Satria Mahatir yang bebas dari penjara,PESAN SINGKAT MENGATASNAMAKAN PT.PERTAMINA BAGI UNDIAN SUBSIDI PEMERINTAH 189 JUTA
VIDEO SEORANG ANGGOTA POLISI TUNJUKAN MODUS PENYEBARAN NARKOBA DALAM MAINAN BOLA…,kebenaran video seorang anggota polisi tunjukan modus penyebaran narkoba dalam mainan bola anak,Video “Penyiksaan oleh komunis terhadap muslim Uighur”
Penemuan Mayat di Benteng Peluru Kedung Cowek Surabaya,"tentang penemuan jenazah wanita di Benteng Peluru, Kedung Cowek Surabaya",FILM BARBIE DILARANG DI SERBIA
"Debat Pilkada Solo: Bajo Klaim Cagar Budaya Di Solo Banyak Yang Dijual, Ini Faktanya!","""Karena kita tahu bahwa di Kota Solo banyak cagar budaya yang terjual dan sebagainya",FADLI ZON : SEMUA WARGA INDONESIA YANG TIDAK PILIH PRABOWO DI PILPRES 2019 AKAN…
ADANYA INFORMASI PREDIKSI BENCANA ALAM DI TAHUN 2019 YANG DI BUAT OLEH BNPB,Adanya Informasi Prediksi Bencana Alam di Tahun 2019 yang di Buat Oleh BNPB Beredar informasi di Media Sosial tentang Prediksi Bencana Alam yang di keluarkan oleh BNPB tentang potensi bencana alam yang mencapai 2,"Framing ""Asing"" di Berita Pelayanan Turis Pasca Gempa Lombok"
"Dieng Suhu Minus 3,5 derajat Celcius", Akun tiktok MonutNesia juga mengabarkan   kenaikan suhu itu juga terjadi di Basecamp Prau yang suhunya sudah mencapai 3 derajat celcius,"BOCORAN RAPAT ISTANA, COVID-19 SENGAJA DIMAINKAN UNTUK HABISI PRIBUMI"
Cokelat adalah Makanan yang Wajib Dihindari Ibu Menyusui,cokelat merupakan makanan wajib yang perlu dihindari oleh ibu menyusui,"Dubes China Buka Kartu: Tiap Tahun, 2 Juta Lebih Warga Kami Masuk Indonesia"
Polisi Bongkar Gundukan Tanah yang Berisi Jenazah di Sampang,Polisi bongkar gundukan tanah yang berisi jenazah di Sampang Madura,Video “lagu Indonesia Raya..sudah diganti ya?”
INFORMASI RENCANA KENAIKAN IURAN PESERTA BPJS,[KLARIFIKASI FAKTA]Tim Jabar Saber Hoaks menerima aduan yang menanyakan kebenaran dari informasi Rencana Kenaikan Iuran Peserta BPJS,KEMENTERIAN AGAMA DIGANTI NAMANYA MENJADI KEMENTERIAN URUSAN HAJI ZAKAT DAN WAKAF
Bahaya Mainan Bebek Karet, Dalam unggahannya menampilkan informasi   level bakteri jahat pada mainan bebek karet sangat tinggi,11 ORANG MENINGGAL 235 ORANG TERPAPAR COVID DI GANG MUNCANG PUNGKUR KOTA BANDUNG…
Pupil Mata Membesar Saat Melihat Orang yang Disuka, Dalam unggahan tersebut tertulis ‘katanya kalau lihat orang yang disuka pupil mata membesar’,IR. H. ZAIM SAIDI. M.P.A YANG MENGAJAK UNTUK MENGAMBIL SEMUA UANG DI TABUNGAN
" Benar, Cabup Barru Malkan Amin Meninggal Dunia di RSUP Wahidin Sudirohusodo","Informasi tersebut menyebutkan, bukan Malkan Amin yang meninggal dunia, tetapi orang tuanya",Video “Jokowi biarkan TKA CHINA yg datang dari PUSAT WABAH CORONA utk masuk & tinggal di Indonesia”
CALON PASKIBRA YANG GAGAL TERPILIH DIDUGA KARENA DI GANTI ANAK PEJABAT, labuhan batu di tengah perjalanan diberhentikan demi masuknya anak seorang pejabat yang tak pernah mengikuti tahap seleksi,Emoticon Baterai Pengisi Baterai Ponsel Ciptaan Mahasiswa Terbaik UI
"Jokowi : ""Indonesia adalah negara penduduk muslim terbesar""", Dalam Segmen ke-3 Joko Widodo mengatakan jika Indonesia merupakan negara yang memiliki penduduk islam terbesar di dunia,COVID-19 Varian Omicron Adalah Senjata Biologis Buatan
Penutupan Jalan Raya Waru 24-26 Agustus 2023, Dalam unggahannya tertulis penutupan Jalan Raya Waru dilakukan selama 3 hari mulai tanggal 24-26 Agustus yang hanya menggunakan sisi timur Jalan Raya Waru,“nama negara kita *”I N D O N E S I A”* diberi nama sesuai dgn.Akronim Para *”WALI SONGO “*?”
Video Aksi Pencurian DPRD Sumatra Utara," Dari video tersebut, terlihat aksi pencurian dengan memasukan jam tangan pegawai toko ke dalam sakunya Dalam keterangan video tersebut tertulis anggota DPRD Sumatra Utara dipolisikan karena diduga mencuri jam tangan pekerja toko",BBM Langka Akibat Kilang Balongan Kebakaran
"MEDIA SOSIAL FACEBOOK, INSTAGRAM DAN WHATSAPP MENGALAMI GANGGUAN SECARA GLOBAL","MEDIA SOSIAL FACEBOOK, INSTAGRAM DAN WHATSAPP MENGALAMI GANGGUAN SECARA GLOBAL",KOMEDIAN WENDI CAGUR MENINGGAL DUNIA
Selebaran Poster Acara Penobatan Miss Waria Banten 2018,"Media sosial di Banten heboh dengan selebaran poster Miss Waria Banten 2018 yang diadakan pada hari Minggu (22/7) di sebuah restoran yang berada di Pantai Pasir Putih, Carita, Pandeglang",Kandungan Formaldehida pada Vaksin Menyebabkan Leukimia pada Anak
Masriah Halangi Pengantaran Material ke Rumah Tetangga,"Masriah kembali berulah dengan menghalang-halangi pengantaran material ke rumah tetangganya, Wiwik",“akan ada penyemprotan racun untuk virus corona dari malaysia dan singapore melalui udara”
Kecelakaan Rombongan Bus SMAN 1 Sidoarjo," Informasi tersebut disebarkan pada 18 Januari 2024 dengan keterangan ‘Rombongan Bus SMAN 1 Sidoarjo Kecelakaan di Tol Ngawi, 1 MD",Ketua Seksi Intelijen Kejaksaan Negeri Aceh Singkil dengan nomor “081387873896 “ Meminta Bantuan Uang Senilai Rp25 Juta Melalui WhatsApp
Mahasiswi  Undip Meninggal Saat Mendaki di Gunung Lawu, Diketahui korban mendaki melalui jalur Cetho Kabupaten Karanganyar,KLAIM PROF SUTIMAN BAMBANG SUMITRO DARI UNIV BRAWIJAYA TENTANG VAKSINASI COVID-19…
Ikan Sapu-Sapu Invasi Danau Tempe,Danau Tempe telah diinvasi dengan Ikan Tokke atau Ikan Sapu-Sapu,Pendaftaran Relawan COVID-19 di Wisma Atlet
Masriah Dilaporkan Lagi Secara Perdata,"Id yang menginformasikan penyiram kotoran di rumah tetangga, Masriah dilaporkan kembali secara perdata",Video “KABAR TERBARU ~ PER1N.T4HKAN PULUHAN MAHASISWA UNS DIT4N9KAP | News Jokowi”
KANDUNGAN ALKOHOL DALAM CAIRAN FRAMBOZEN,"kebenaran kandungan Alkohol dalam cairan Frambozen, atau sebagai essence makanan, yang biasa digunakan sebagai pewarna makanan, atau minuman",Daftar Bumbu Masakan Mengandung Babi
KECELAKAAN BUS JEMBATAN CIKOPO - GARUT ARAH BANDUNG," BANDUNGTelah masuk laporan masuk dari warga jabar, melalui Admin Instagram Jabar Saber Hoaks, menanyakan kebenran kabar terjadinya kecelakaan Bus Kramat Jati di Cicalengka Kab",Roy Marten Terharu Dengan Perlakuan Menantunya Terhadap Gempi
Tayar Pesawat Boeing Tercabut Ketika Berlepas, Tayar (tyre) atau ban pesawat yang lepas itu diketahui milik Boeing 747-400 Dreamlifter,"""Ahok menjual buku bantu Mako Brimob"""
Pemerintah Kota Surabaya Kurangi Durasi Lampu Merah," Kabar tersebut dimuat oleh berita online pada 14 September 2023 dengan headline berita ‘Terobosan Pemkot Surabaya Demi Tekan Polusi Udara, Durasi Lampu Merah bakal Dikurangi’",UYM SINDIR UAS: MENCERAIKAN ISTRI SAMA HALNYA KEDZALIMAN
VIRAL VIDEO ANAK SD DIBULLY OLEH TEMAN-TEMANNYA," Setelah kami melakukan penelusuran, video yang beredar tersebut adalah BENAR","Bukannya ke Mekkah Urus Haji, Menteri Yaqut Malah ke Vatikan"
Bendera Indonesia Terbalik di Acara Sea Games,bendera Indonesia terbalik di acara Sea Games di Kamboja,INFO UMRAH DITUNDA SEPANJANG 2020
